id,charity_name,website,affiliation,post_code,city,address,email,phone_number,area_of_impact
303,Rede Europeia Anti Pobreza/Portugal,https://www.eapn.pt/,ONGM,,,,,,Direitos Humanos
304,REDE – Rede Portuguesa de Jovens para a Igualdade de Oportunidades entre Mulheres e Homens,http://www.redejovensigualdade.org.pt/,ONGM,,,,,,Igualdade de Género
305,Soroptimist Internacional,https://www.soroptimistinternational.org/,ONGM,,,,,,Direitos Humanos
306,UMAR – União de Mulheres Alternativa e Resposta,http://www.umarfeminismos.org/,ONGM,,,,,,Direitos das Mulheres
307,"AJPAS - Associação de Intervenção Comunitária, Desenvolvimento Social e de Saúde",https://www.ajpas.org.pt/,ONGM,,,,,,
308,AKTO - Direitos Humanos e Democracia,http://www.akto.org/pt/,ONGM,,,,,,
309,AMRT - Associação para a Mudança e Representação Transcultural,https://www.amrtranscultural.org/,ONGM,,,,,,
310,ANIMAR - Associação Portuguesa para o Desenvolvimento Local,https://www.animar-dl.pt/,ONGM,,,,,,
311,APAV - Associação Portuguesa de Apoio à Vítima (APAV),https://apav.pt/apav_v3/index.php/pt/,ONGM,,,,,,
312,API - Ação pela Identidade,https://apidentidade.wordpress.com/,ONGM,,,,,,
313,"APSHSTDC - Associação Portuguesa de saúde, Higiene e Segurança no Trabalho para o Desenvolvimento e Cooperação Internacional",https://apshstdc.pt/,ONGM,,,,,,
314,Associação Balodiren,https://woman21.eventqualia.net/pt/pt/palestrantes/4148/,ONGM,2605-698,Casal Cambra,Av. de Santa Marta n.º 40 - 6.º B Quinta Nova,abalodiren@gmail.com,,
315,Associação dos Filhos e Amigos de Farim,http://www.afafc.pt/,ONGM,,,,,,
316,Associação Gravidez e Parto,https://associacaogravidezeparto.pt/,ONGM,,,,,,
317,Associação Guias de Portugal,http://www.guiasdeportugal.org/,ONGM,,,,,,
318,Associação Mulheres na Arquitetura,https://about.me/mulheresnaarquitectura,ONGM,,,,,,
319,Associação Mulheres sem Fronteiras,https://www.facebook.com/mulheressemfronteiras/,ONGM,,,,,,
320,Associação O Ninho,https://www.oninho.pt/,ONGM,,,,,,
321,Associação Plano i,https://www.associacaoplanoi.org/,ONGM,,,,,,
322,Associação Portuguesa para a Igualdade Parental e Direitos dos Filhos,https://igualdadeparental.org/,ONGM,,,,,,
323,Associação Projeto Criar,https://www.facebook.com/projectocriar/,ONGM,,,,,,
324,CIEG - Centro Interdisciplinar de Estudos de Género,http://cieg.iscsp.ulisboa.pt/,ONGM,,,,,,
325,Coolabora,https://coolabora.pt/,ONGM,,,,,,
326,Federação Portuguesa de Corfebol,http://www.fpcorfebol.pt/,ONGM,,,,,,
327,FEM - Feministas Em Movimento,https://fem.org.pt/,ONGM,,,,,,
328,"FEMAFRO - Associação de Mulheres Negras, Africanas e Afro Descendentes em Portugal",https://femafro.pt/,ONGM,,,,,,
329,IAC - Instituto de Poio à Criança,https://iacrianca.pt/,ONGM,,,,,,
330,Movimento Musqueba,https://pt-pt.facebook.com/movimentomusqueba/,ONGM,,,,,,
331,P&D Factor - Associação para a Cooperação sobre População e Desenvolvimento,https://popdesenvolvimento.org/,ONGM,,,,,,
332,PADEMA - Plataforma para o Desenvolvimento da Mulher Africana,https://feminista.pt/organizacoes/padema-plataforma-para-o-desenvolvimento-da-mulher-africana,ONGM,,,,,,
333,PPDM - Plataforma Portuguesa para os Direitos das Mulheres,https://plataformamulheres.org.pt/,ONGM,,,,,,
334,Quebrar o Silêncio,https://quebrarosilencio.pt/,ONGM,,,,,,
335,Questão de Igualdade,https://questaodeigualdade.pt/,ONGM,,,,,,
336,"SEIES - Sociedade de Estudos e Intervenção em Engenharia Social, Crl",http://www.cooperativaseies.org/,ONGM,,,,,,
337, A Nossa História - Associação de Pais de Apoio a Pessoas com Necessidades Especiais ,https://dges.gov.pt/en/node/938,ONGPD,,,,,,
338, AACCB - Associação de Apoio à Criança do Distrito de Castelo Branco ,https://aac-cb.wixsite.com/apoioacrianca,ONGPD,,,,,,
339, ?AADVDB - Associação de Apoio aos Deficientes Visuais do Distrito de Braga ,https://aadvdb.pt/,ONGPD,,,,,,
340, AAJUDE - Associação de Apoio à Juventude Deficiente ,http://www.aajude.pt/,ONGPD,,,,,,
341, AAMA - Associação de Actividade Motora Adaptada ,https://aama.org.pt/,ONGPD,,,,,,
342, AAPACDM - Associação Algarvia de Pais e Amigos de Crianças Diminuídas Mentais ,https://www.aapacdm.com/,ONGPD,,,,,,
343, AAQ - Associação Amigos dos Queimados ,https://www.aaq.pt/,ONGPD,,,,,,
344, ACAPO - Associação de Cegos e Amblíopes de Portugal ,http://www.acapo.pt/,ONGPD,,,,,,
345, ACASO - Associação Cultural e de Apoio Social de Olhão ,https://www.ipss-acaso.org/,ONGPD,,,,,,
346," ACIP - Ave Cooperativa de Intervenção Psico-Social, CRL ",https://acip.com.pt/,ONGPD,,,,,,
347, ?ACSA - Associação Cultural de Surdos da Amadora ,http://www.acsa.org.pt/QuemSomos.html,ONGPD,,,,,,
348, ACSA - Associação Cultural de Surdos de Águeda ,https://acsagueda.wordpress.com/?fbclid=IwAR0AhO1qdhUiItcn8PXwNlwnLVg-_71QXj-1AuQimbNrBMvo3kde0Hkyumg,ONGPD,,,,,,
349, ADADA - Associação de Desporto Adaptado do Porto ,https://adada.pt/,ONGPD,,,,,,
350, ADAPECIL - Associação de Amor para a Educação de Cidadãos Inadaptados da Lourinhã ,https://adapecil.pt/,ONGPD,,,,,,
351, ADAPTABLE - Associação para a Integração de Pessoas com Necessidades Especiais ,https://aipne.webnode.pt/,ONGPD,,,,,,
352, ADEB – Associação de Apoio aos Doentes Depressivos e Bipolares ,https://www.adeb.pt/,ONGPD,,,,,,
353, ADFA - Associação de Deficientes das Forças Armadas ,https://www.adfa-portugal.com/,ONGPD,,,,,,
354, ADLUPUS – Associação dos Doentes com Lupus ,https://www.lupus.pt/,ONGPD,,,,,,
355, ADM Estrela – Associação Social e Desenvolvimento ,https://www.admestrela.pt/,ONGPD,,,,,,
356, ADRP – Associação dos Doentes Renais de Portugal ,https://www.adrp.pt/,ONGPD,,,,,,
357, ADZC - Associação de Diabéticos da Zona Centro ,https://adzc.webnode.pt/,ONGPD,,,,,,
358, AEIPS - Associação para o Estudo e Integração Psicossocial ,http://www.aeips.pt/,ONGPD,,,,,,
359," AERID - Associação Educar, Reabilitar, Incluir Diferenças ",https://erid.pt,ONGPD,,,,,,
360, AETB - Associação de Equitação Terapêutica de Braga ,https://pt-pt.facebook.com/aetbraga,ONGPD,,,,,,
361, AFACIDASE - Associação de Familiares e Amigos do Cidadão com Dificuldade de Adpatação da Serra da Estrela ,https://www.afacidase.pt/,ONGPD,,,,,,
362, AFAS - Associação de Famílias e Amigos dos Surdos ,http://www.afasurdos.info/,ONGPD,,,,,,
363, AFEHVC - Academia de Formação Equestre e Hipoterapia de Valongo e Campo ,https://www.facebook.com/CHVALONGO,ONGPD,,,,,,
364, AFID - Associação Nacional de Famílias para a Integração da Pessoa com Deficiência ,https://afid.org.pt/,ONGPD,,,,,,
365, AFPAD - Associação Famalicense de Prevenção e Apoio à Deficiência ,http://www.afpad.org/,ONGPD,,,,,,
366," AFUA - Associação de Familiares, Utentes e Amigos do Hospital Magalhães Lemos ",https://afua.pt/,ONGPD,,,,,,
367, AHPV - Associação Hipica e Psicomotora de Viseu ,http://ahpv.pt/,ONGPD,,,,,,
368, ?AIA - Associação para a Inclusão e Apoio ao Autista ,http://www.aia.org.pt/,ONGPD,,,,,,
369, AIJA - Associação para Inclusão de Jovens e Adultos ,https://www.aija.pt/,ONGPD,,,,,,
370, AIPNE - Associação para a Integração de Pessoas com Necessidades Especiais ,https://aipne.webnode.pt/,ONGPD,,,,,,
371, AIREV - Associação para a Integração e Reabilitação Social de Crianças e Jovens Deficientes de Vizela ,https://airev.pt/,ONGPD,,,,,,
372, ALADI - Associação Lavrense de Apoio ao Diminuído Intelectual ,https://www.aladi.pt/,ONGPD,,,,,,
373, ALDAF - Associação Lousadense dos Deficientes dos seus Amigos e Familiares ,http://www.aldaf.pt/,ONGPD,,,,,,
374, AMAR e Partilhar 21 - Associação de Apoio a Pessoas Especiais ,https://amarepartilhar21.pt/quem-somos/,ONGPD,,,,,,
375, AMAR 21 - Associação de Apoio à Trissomia 21 ,https://amar21.pt/,ONGPD,,,,,,
376, AMORAMA - Associação de Pais e Amigos de Deficientes Profundos ,http://www.amorama.org/,ONGPD,,,,,,
377, ANACED – Associação Nacional de Arte e Criatividade de e para Pessoas com Deficiência ,https://anacedarte.wixsite.com/anaced,ONGPD,,,,,,
378, ANARP - Associação Nova Aurora na Reabilitação Psicossocial ,http://www.anarp.org.pt/,ONGPD,,,,,,
379, ANDAI - Associação Nacional dos Doentes com Artrites e Reumatismos da Infância ,https://www.andai.org.pt/,ONGPD,,,,,,
380, ANDDI - Associação Nacional de Desporto para a Deficiência Intelectual – Portugal ,https://www.anddi.pt/,ONGPD,,,,,,
381, ANDDVIS - Associação Nacional de Desporto para Deficientes Visuais ,https://anddvis.pt/,ONGPD,,,,,,
382, ANDO Portugal - Associação Nacional de Displasias Ósseas ,https://www.andoportugal.org/,ONGPD,,,,,,
383, ANDST – Associação Nacional de Deficientes Sinistrados do Trabalho ,https://www.andst.pt/,ONGPD,,,,,,
384, ANEA - Associação Nacional da Espondilite Anquilosante ,https://www.anea.org.pt/,ONGPD,,,,,,
385, ANEM - Associação Nacional de Esclerose Múltipla ,http://www.anem.org.pt/,ONGPD,,,,,,
386, ANGEL – Associação Síndrome de Angelman Portugal ,http://www.angel.pt/,ONGPD,,,,,,
387, ANICDV - Associação Nacional para a Inclusão dos Cidadãos com Deficiência Visual ,https://www.facebook.com/anicdv/,ONGPD,,,,,,
388, ANPAR - Associação Nacional de Pais e Amigos Rett ,https://www.anpar.pt/,ONGPD,,,,,,
389, APAC - Ass. de Pais e Amigos de Crianças de Barcelos ,http://apacbarcelos.pt/,ONGPD,,,,,,
390, APACI - Associação de Pais e Amigos das Crianças Inadaptadas (Barcelos) ,http://www.apaci.pt/,ONGPD,,,,,,
391, APADP - Ass. de Pais e Amigos de Deficientes Profundos ,http://apadp.pt/wordpress/,ONGPD,,,,,,
392, APAH - Associação Pais e Amigos Habilitar ,http://paishabilitar.pt/,ONGPD,,,,,,
393, APARSIN - Associação Portuguesa de Apoio e Reabilitação Sénior de Intervenção Neurológica ,https://www.facebook.com/associacaoparsin/about/,ONGPD,,,,,,
394, APATRIS 21 – Associação de Portadores de Trissomia 21 do Algarve ,http://www.apatris21.org/,ONGPD,,,,,,
395, APC Braga - Associação de Paralisia Cerebral de Braga ,http://www.apcb.pt/,ONGPD,,,,,,
396, APC Coimbra – Associação de Paralisia Cerebral de Coimbra ,https://www.apc-coimbra.org.pt/,ONGPD,,,,,,
397, APC Viseu – Associação Paralisia Cerebral de Viseu ,https://www.apcviseu.org/,ONGPD,,,,,,
398, APCA- Associação Portuguesa da Classe Access ,http://apcaccess.pt/,ONGPD,,,,,,
399, APCAS - Associação de Paralisia Cerebral de Almada - Seixal ,https://paralisiacerebral.pt/,ONGPD,,,,,,
400, APCL Lisboa - Associação de Paralisia Cerebral de Lisboa ,http://www.apcl.org.pt/,ONGPD,,,,,,
401, APCVC - Associação Paralisia Cerebral Viana do Castelo ,https://apcvc.pt/,ONGPD,,,,,,
402, APCVR - Associação Paralisia Cerebral Vila Real ,https://www.apcvr.pt/,ONGPD,,,,,,
403, APD – Associação Portuguesa de Deficientes ,https://www.apd.org.pt/,ONGPD,,,,,,
404, APDP - Associação Protetora dos Diabéticos de Portugal ,https://apdp.pt/,ONGPD,,,,,,
405, APEC - Ass. Promotora do Ensino de Cegos ,https://www.apec.org.pt/,ONGPD,,,,,,
406, APECI - Associação para a Educação de Crianças Inadaptadas ,http://www.apeci.org.pt/,ONGPD,,,,,,
407, APELA - Associação Portuguesa de Esclerose Lateral Amiotrófica ,https://www.apela.pt/,ONGPD,,,,,,
408, APERCIM - Associação para a Educação e Reabilitação de Crianças Inadaptadas de Mafra ,https://apercim5.webnode.pt/,ONGPD,,,,,,
409, APEXA – Associação de Apoio à Pessoa Excepcional do Algarve ,http://apexa.org/,ONGPD,,,,,,
410, APFADA – Associação Portuguesa de Familiares e Amigos de Doentes de Alzheimer ,https://alzheimerportugal.org/,ONGPD,,,,,,
411, APH - Associação Portuguesa de Hemofilia e de outras Coagulopatias Congénitas ,http://aphemofilia.pt/,ONGPD,,,,,,
412, APIR - Associação Portuguesa de Insuficientes Renais ,https://www.apir.org.pt/,ONGPD,,,,,,
413, APN – Associação Portuguesa de Doentes Neuromusculares ,http://apn.pt/apn/,ONGPD,,,,,,
414, Apo - Associação Portuguesa de Ostomizados ,https://www.apostomizados.pt/,ONGPD,,,,,,
415, APOFEN - Associação Portuguesa de Fenilcetonúria e Outras Doenças Metabólicas ,https://www.apofen.pt/pt/,ONGPD,,,,,,
416, APOI - Associação Portuguesa de Osteogenese Imperfeita ,https://apoi.pt/,ONGPD,,,,,,
417, APPACDM Anadia - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Anadia ,https://www.appacdmanadia.pt/,ONGPD,,,,,,
418, APPACDM Aveiro - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Aveiro ,https://www.appacdmaveiro.com/,ONGPD,,,,,,
419, APPACDM Braga - Associação Portuguesa Pais e Amigos do Cidadão Deficiente Mental de Braga ,https://www.appacdm-braga.pt/,ONGPD,,,,,,
420, APPACDM Castelo de Paiva ,https://www.appacdmcpv.pt/,ONGPD,,,,,,
421, APPACDM Coimbra -Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Coimbra ,http://www.appacdmcoimbra.pt/,ONGPD,,,,,,
422, APPACDM Covilhã - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental da Covilhã ,https://appacdm-covilha.pt/,ONGPD,,,,,,
423, APPACDM Elvas - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Elvas ,http://www.appacdm-elvas.org/,ONGPD,,,,,,
424, APPACDM Évora - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Évora ,http://www.appacdm-evora.org.pt/,ONGPD,,,,,,
425, APPACDM Figueira da Foz - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental da Figueira da Foz ,https://appacdm-figfoz.com/,ONGPD,,,,,,
426, APPACDM Fundão - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental do Fundão ,https://appacdm-fundao.org.pt/,ONGPD,,,,,,
427, APPACDM Lisboa - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Lisboa ,https://appacdm-lisboa.pt/,ONGPD,,,,,,
428, APPACDM Maia - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental da Maia ,https://www.appacdmmaia.org/,ONGPD,,,,,,
429, APPACDM Marinha Grande - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental da Marinha Grande ,http://www.appacdm-mg.com/engine.php?cat=42&area=0,ONGPD,,,,,,
430, APPACDM Matosinhos - Associação Portuguesa de Pais e Amigos do Cidadão com Deficiência Mental de Matosinhos ,http://www.appacdm-matosinhos.com/instituiccedilatildeo.html,ONGPD,,,,,,
431, APPACDM Mirandela - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Mirandela ,https://appacdm-mirandela.com/,ONGPD,,,,,,
432, APPACDM Portalegre - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Portalegre ,https://www.appacdm-portalegre.pt/,ONGPD,,,,,,
433, APPACDM Porto - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental do Porto ,https://www.appacdmporto.com/,ONGPD,,,,,,
434, APPACDM Santarém - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Santarém ,https://appacdm-santarem.pt/,ONGPD,,,,,,
435, APPACDM Setúbal - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Setúbal ,http://www.appacdmsetubal.pt/,ONGPD,,,,,,
436, APPACDM Soure - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Soure ,http://appacdmsoure.pt/historial/,ONGPD,,,,,,
437, APPACDM Trofa - Associação Portuguesa de pais e Amigos do Cidadão Deficiente Mental da Trofa ,https://www.appacdm-trofa.org/,ONGPD,,,,,,
438, APPACDM Valpaços - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Valpaços ,https://appacdm-valp.wixsite.com/site,ONGPD,,,,,,
439, APPACDM Viana do Castelo - Associação Portuguesa de pais e Amigos do Cidadão Deficiente Mental de Viana do Castelo ,https://www.appacdm-viana.pt/,ONGPD,,,,,,
440, APPACDM Vila Nova de Gaia - Associação Portuguesa de pais e Amigos do Cidadão Deficiente Mental de Vila Nova de Gaia ,https://appacdm-gaia.pt/,ONGPD,,,,,,
441, APPACDM Vila Real - Sabrosa - Associação Portuguesa de pais e Amigos do Cidadão Deficiente Mental de Vila Real Sabrosa ,http://www.appacdm-sabrosa.org.pt/,ONGPD,,,,,,
442, APPACDM Viseu - Associação Portuguesa de Pais e Amigos do Cidadão Deficiente Mental de Viseu ,https://www.appacdmviseu.pt/,ONGPD,,,,,,
443, APCE Évora - Associação Paralisia Cerebral de Évora ,http://www.apce.org.pt/,ONGPD,,,,,,
444, APPC Faro - Associação Portuguesa de Paralisia Cerebral de Faro ,http://www.apce.org.pt/,ONGPD,,,,,,
445, APPC Guimarães - Associação Portuguesa Paralisia Cerebral de Guimarães ,http://www.apcg.pt/,ONGPD,,,,,,
446, APPC Leiria - Associação Portuguesa de Paralisia Cerebral - Núcleo Regional ,https://www.appcleiria.pt/quem-somos-apresentacao,ONGPD,,,,,,
447, APPC Odemira - Associação Paralisia Cerebral de Odemira ,http://www.apco.pt/,ONGPD,,,,,,
448, APPC Porto - Associação Paralisia Cerebral do Porto ,https://www.appc.pt/,ONGPD,,,,,,
449, APPDA Algarve - Associação Portuguesa para a Perturbações do Desenvolvimento e Autismo ,http://appda-algarve.pt/,ONGPD,,,,,,
450, APPDA Coimbra - Associação Portuguesa para a Perturbações do Desenvolvimento e Autismo ,http://www.appdacoimbra.com/,ONGPD,,,,,,
451, APPDA Leiria - Associação Portuguesa para o Desenvolvimento e Autismo de Leiria ,https://appdaleiria.pt/,ONGPD,,,,,,
452, APPDA Lisboa - Associação Portuguesa para a Perturbações do Desenvolvimento e Autismo ,https://www.appda-lisboa.org.pt/,ONGPD,,,,,,
453, APPDA Norte - Associação Portuguesa para as Perturbações do Desenvolvimento e Autismo - Norte ,https://www.appda-norte.org.pt/,ONGPD,,,,,,
454, APPDA Setúbal - Associação Portuguesa para a Perturbações do Desenvolvimento e Autismo ,https://www.appda-setubal.com/,ONGPD,,,,,,
455, APPDA Viseu – Associação para a Perturbações do Desenvolvimento e Autismo ,https://www.appdaviseu.com/,ONGPD,,,,,,
456, APS – Associação Portuguesa de Surdos - Delegação de Lisboa ,https://apsurdos.org.pt/,ONGPD,,,,,,
457, APSA - Associação Portuguesa de Síndrome de Asperger ,https://www.apsa.org.pt/pt/,ONGPD,,,,,,
458, APSCDFA -Associação de Promoção Social Cultural e Desportiva de Fornos Algodres ,https://www.apscdfa.pt/,ONGPD,,,,,,
459, APTEC Seculo XXI - Associação Portuguesa de Terapias Equestres e Complementares 'Seculo XXI' ,https://www.facebook.com/APTECOFICIAL/,ONGPD,,,,,,
460, ARCIAL - Ass. Recuperação Crianças Inadaptadas de Oliveira do Hospital ,https://www.facebook.com/Arcial-Oliveira-do-Hospital-199217173423782/,ONGPD,,,,,,
461, ARCIL - Associação para Recuperação de Cidadãos Inadaptados da Lousã ,https://arcil.org.pt/,ONGPD,,,,,,
462, ARCSS - Associação Recreativa Cultural e Social de Silveirinhos ,https://www.facebook.com/associacaosocialdesilveirinhos,ONGPD,,,,,,
463, ARIA - Associação de Reabilitação e Integração Ajuda ,https://www.aria.com.pt/,ONGPD,,,,,,
464, ARP - Associação de Retinopatias de Portugal ,http://retinaportugal.org.pt/wordpress/,ONGPD,,,,,,
465," ARTENAVE, Atelier – Associação de Solidariedade ",https://www.artenave.org/,ONGPD,,,,,,
466, ASA - Associação de Surdos do Algarve ,https://pt-pt.facebook.com/asurdosalgarve/,ONGPD,,,,,,
467, ASAD - Associação Social de Apoio à Deficiência ,https://asad.pt/,ONGPD,,,,,,
468, ASAE - Associação de Surdos da Alta Estremadura ,https://fpasurdos.pt/pt/filiacoes/filiacoes-nacionais/associacoes-filiadas,ONGPD,,,,,,
469, ASBIHP – Associação Spina Bífida e Hidrocefalia de Portugal ,http://www.asbihp.pt/,ONGPD,,,,,,
470, ASCUDT - Associação Sócio-Cultural dos Deficientes de Trás os Montes ,https://ascudt.org.pt/index/,ONGPD,,,,,,
471, ASFP - Associação Sanfilippo Portugal ,https://www.sanfilippoportugal.com/,ONGPD,,,,,,
472, ASGVA - Associação de Surdos de Guimarães e Vale do Ave ,https://fpasurdos.pt/pt/filiacoes/filiacoes-nacionais/associacoes-filiadas,ONGPD,,,,,,
473, ASLCascais - Associação de Surdos da Linha de Cascais ,https://aslcascais.wixsite.com/bem-vindo?fbclid=IwAR0grXuthd6UVLs4uq6bppe8zHVCI4yqDXtZh231GxBNxl53YcZE8oyRQlI,ONGPD,,,,,,
474, ASMAL – Associação de Saúde Mental do Algarve ,http://www.asmal.org.pt/,ONGPD,,,,,,
475, ASP - Associação de Surdos do Porto ,http://www.asurdosporto.org.pt/,ONGPD,,,,,,
476, Associação AlmaSã - Centro de Educação Especial de Almada ,https://pt-pt.facebook.com/pages/category/Nonprofit-Organization/AlmaS%C3%A3-Centro-de-Educa%C3%A7%C3%A3o-Especial-de-Almada-CEEA-199536740101918/,ONGPD,,,,,,
477, Associação Centro de Vida Independente ,https://vidaindependente.org/,ONGPD,,,,,,
478, Associação Comunidade Filhos sem Voz ,https://www.facebook.com/groups/141575559800295/,ONGPD,,,,,,
479, Associação da Creche de Braga - Centro Novais e Sousa ,https://www.associacaocrechedebraga.pt/,ONGPD,,,,,,
480, Associação de Solidariedade Social de Espadanedo ,https://assespadanedo.com/,ONGPD,,,,,,
481, Associação de Surdos de Évora ,https://www.asurdosevora.org/,ONGPD,,,,,,
482, Associação Despertar do Silêncio - Associação de Surdos da Guarda ,https://despertardosilenci5.wixsite.com/,ONGPD,,,,,,
483, Associação Dom Maior ,https://www.dommaior.pt/,ONGPD,,,,,,
484, Associação Equiterapêutica do Porto e Matosinhos ,https://www.aepm.pt/,ONGPD,,,,,,
485, Associação IPAFASIA ,https://ipafasia.pt/,ONGPD,,,,,,
486, Associação Jorge Pina ,https://www.facebook.com/associacao.jorge.pina/,ONGPD,,,,,,
487, Associação José Santos ,https://www.associacaojosesantos.pt/,ONGPD,,,,,,
488, Associação Mellitus Criança ,http://www.mellituscrianca.pt/,ONGPD,,,,,,
489, Associação Olhar 21 ,https://www.olhar21.com/,ONGPD,,,,,,
490, Associação PARA - Projeto de Apoio e Recursos para o Autismo ,http://associacaopara.com/?fbclid=IwAR2k753HfYKP6jgU0kbgWB_XIl5whRMFjnQcwGCar6ru2W_tLUqH7ogn8Oo,ONGPD,,,,,,
491, Associação Portuguesa de Surf Adaptado ,https://www.surfadaptado.pt/,ONGPD,,,,,,
492, Associação Rising Child ,https://www.risingchild.pt/,ONGPD,,,,,,
493, Associação Rumo à Vida ,https://www.rumoavida.pt/,ONGPD,,,,,,
494, Associação Salvador ,https://www.associacaosalvador.com/,ONGPD,,,,,,
495, Associação Síndrome de Dravet - Portugal ,https://dravet.pt/,ONGPD,,,,,,
496, Associação Social Cultural e Desportiva Os Trovões ,https://pt-pt.facebook.com/ascd.ostrovoes/info,ONGPD,,,,,,
497, Associação Valecambrense de Pais e Amigos do Cidadão Deficiente ,https://www.cm-valedecambra.pt/pages/382,ONGPD,,,,,,
498, Associação Vidas Alegres ,https://empresite.jornaldenegocios.pt/ASSOCIACAO-VIDAS-ALEGRES-AVA.html,ONGPD,,,,,,
499, Associação Vila com Vida - A Mais Valia na Diferença ,https://www.vilacomvida.pt/,ONGPD,,,,,,
500, Associação 29 de Abril ,https://a29abril.wordpress.com/,ONGPD,,,,,,
501, ASSOL – Associação de Solidariedade Social de Lafões ,https://assol.pt/,ONGPD,,,,,,
502, ASTA – Associação Sócio-Terapeutica de Almeida ,https://assterapeutica.com/,ONGPD,,,,,,
503, AVI - Associação Vida Independente ,https://avi-vidaindependente.pt/,ONGPD,,,,,,
504, AVISPT21 – Associação de Viseu de Portadores de Trissomia 21 ,https://pt-pt.facebook.com/AVISPT21-Associa%C3%A7%C3%A3o-de-Viseu-de-Portadores-de-Trissomia-21-1642598149403790/,ONGPD,,,,,,
505, A2I - Associação para a Inclusão e Independência das Pessoas com Deficiência ,https://pt-pt.facebook.com/AssociacaoA2I/,ONGPD,,,,,,
506, A2000 - Associação 2000 de Apoio ao Desenvolvimento ,http://www.a2000.pt/quem_somos/index.php,ONGPD,,,,,,
507," Bengala Mágica - Associação de Pais, Amigos e Familiares de Crianças, Jovens e Adultos Cegos e de Baixa Visão ",https://bengalamagica.pt/,ONGPD,,,,,,
508, BIPP - Banco de Informação de Pais para Pais ,https://semear.pt/,ONGPD,,,,,,
509, CADIn - Centro de Apoio ao Desenvolvimento Infantil ,https://www.cadin.net/,ONGPD,,,,,,
510, Casa João Cidade - Comunidade Sócio Terapeutica ,http://www.casajoaocidade.pt/?fbclid=IwAR1z4L7DgoXTy1Qo4GE9pzfqU87W_5cYAvgqiA7VuzikjJMDotfwdAGNl0c,ONGPD,,,,,,
511, Casa Santa Isabel - Casa de Santa Isabel - Instituto de Pedagogia Curativa e Socioterapia ,https://www.casasantaisabel.org/,ONGPD,,,,,,
512, CASCI – Centro de Acção Social do Concelho de Ílhavo ,https://www.cm-ilhavo.pt/pages/4448?poi_id=76,ONGPD,,,,,,
513, CASL - Casa de Acolhimento Sol Nascente ,http://www.casl.pt/,ONGPD,,,,,,
514, Cavalo - Azul Associação de Familias Solidárias com a Deficiência ,https://cavaloazul.net/,ONGPD,,,,,,
515,APPACDM VN Gaia -  APPACDM Vila Nova de Gaia ,https://appacdm-gaia.pt/,ONGPD,,,,,,
516," CECD - Mira Sintra, CRL ",https://www.cecd.pt/,ONGPD,,,,,,
517, CEDEMA - Associação de Pais e Amigos dos Deficientes Mentais Adultos ,https://cedema.org.pt/,ONGPD,,,,,,
518," CEEONINHO - Centro de Educação Especial do Concelho de Rio Maior ""O Ninho"" ",https://ceeoninho.pt/,ONGPD,,,,,,
519," CEERDL – Centro de Educação Especial Rainha Dona Leonor, CRL ",http://ceerdl.org/,ONGPD,,,,,,
520," CEERIA - Centro de Educação Especial, Reabilitação e Integração de Alcobaça ",https://www.ceeria.com/,ONGPD,,,,,,
521," CERCI Flor da Vida - Cooperativa para a Educação e Reabilitação de Crianças Inadaptadas, CRL ",https://www.cerciflordavida.pt/,ONGPD,,,,,,
522," CERCI São João da Madeira - Cooperativa para a Educação e Reabilitação de Cidadãos com Incapacidades, C.R.L ",https://cerci-sjm.pt/,ONGPD,,,,,,
523, CERCIAG - Cooperativa para a Educação e Reabilitação de Crianças Inadaptadas de Águeda ,https://www.cerciag.pt/,ONGPD,,,,,,
524, CERCIAMA - Cooperativa para a Educação e Reabilitação de Crianças Inadaptadas da Amadora ,http://cerciama.pt/default.aspx?canal=12,ONGPD,,,,,,
525, CERCIAZ - Centro de Recuperação de Crianças Deficientes e Inadaptadas de Oliveira de Azeméis ,https://www.cerciaz.pt/,ONGPD,,,,,,
526," CERCIBEJA - Cooperativa para a Educação, Reabilitação, Capacitação e Inclusão de Beja, CRL ",http://cercibeja.org.pt/contactos/,ONGPD,,,,,,
527, CERCIBRAGA - Cooperativa de Educação e Reabiliação de Cidadãos com Incapacidades de Braga ,https://cercibraga.pt/,ONGPD,,,,,,
